# time,x(N),y(E),z(D),psi
9.927742462945030155e+00,-2.050455405391640173e+00,2.374384554600310171e+00,-3.570189018562520022e+00,-9.247764065368769826e-01
9.977478007070709864e+00,-2.125291664962940086e+00,2.335450377881750139e+00,-3.522270281809079862e+00,-9.224797137342060083e-01
1.002721355119640023e+01,-2.195071264264540023e+00,2.293932551895339955e+00,-3.467273487543579780e+00,-9.203478013903679811e-01
1.007694909532209948e+01,-2.259616601097299782e+00,2.249861478206519827e+00,-3.404856628897659832e+00,-9.184528993564750055e-01
1.012668463944769925e+01,-2.318754773407400105e+00,2.203279104805329958e+00,-3.334666497616289860e+00,-9.168969129414340502e-01
1.017642018357340028e+01,-2.372336965234040029e+00,2.154236317122979916e+00,-3.256341236021779828e+00,-9.156909446185650392e-01
1.022615572769909953e+01,-2.420221495883779994e+00,2.102787632670480189e+00,-3.169509235596439822e+00,-9.148848643490949950e-01
1.027589127182480055e+01,-2.462287368287670031e+00,2.048990894775379878e+00,-3.073789661499250148e+00,-9.144809020782439513e-01
1.032562681595040033e+01,-2.489999975558229828e+00,1.989999982328060080e+00,-2.989999986399140219e+00,-8.969242999290240048e-01
1.038322249206139958e+01,-2.502429285907850076e+00,1.915503792437039943e+00,-2.912664501112439908e+00,-8.641621965145049877e-01
1.044081816817229935e+01,-2.502605435773129994e+00,1.838053223638699940e+00,-2.836895626994929920e+00,-8.385324091324469764e-01
1.049841384428319913e+01,-2.491559953682799922e+00,1.758572926893680055e+00,-2.763237939113260211e+00,-8.162901232054390332e-01
1.055600952039410068e+01,-2.470197058110170207e+00,1.677909514602780039e+00,-2.692050275812969851e+00,-7.963580606794570249e-01
1.061360519650509993e+01,-2.439399478148239986e+00,1.596727187739330089e+00,-2.623590494759930003e+00,-7.774189591939979493e-01
1.067120087261599970e+01,-2.399917254353100216e+00,1.515653942843030011e+00,-2.558041781796540182e+00,-7.593567350193419774e-01
1.072879654872689947e+01,-2.352482476350489904e+00,1.435206181913420087e+00,-2.495553723344670072e+00,-7.415908090805030106e-01
1.078639222483779925e+01,-2.297752532958019955e+00,1.355884905224389980e+00,-2.436245433054870180e+00,-7.242383750552180421e-01
1.084398790094880027e+01,-2.236390345268420177e+00,1.278114304789260025e+00,-2.380217711396249936e+00,-7.069718264947399966e-01
1.090158357705970005e+01,-2.169022942393440179e+00,1.202306161436750065e+00,-2.327547471149760128e+00,-6.899613455312789689e-01
1.095917925317059982e+01,-2.096291972394030090e+00,1.128810362113880084e+00,-2.278290667297560024e+00,-6.729829755652919632e-01
1.101677492928149960e+01,-2.018820048001550127e+00,1.057960398445769945e+00,-2.232476892927320211e+00,-6.562145379395709632e-01
1.107437060539250062e+01,-1.937242130702790055e+00,9.900341782859379824e-01,-2.190111466872960211e+00,-6.394788355885380193e-01
1.113196628150340040e+01,-1.852178214597240080e+00,9.252880484039039954e-01,-2.151172003024859780e+00,-6.229507497450880171e-01
1.118956195761430017e+01,-1.764253167506530051e+00,8.639261717112409755e-01,-2.115612150106399802e+00,-6.064719902101729510e-01
